request,kind,requested_model,response_model,response_id,provider_created,has_response,duplicate_response_id,tokens,recovery_sidecars,error_files
records/units/gpt55/eda_024/1/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_088078201f098cb3016aa93669fa5487d2b84b62f32f888899,1789474410,True,False,1119,0,0
records/units/gpt55/eda_024/1/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0e726529bff3a995016aa936758a2087d29e7f74a250e1d2fc,1789474421,True,False,2744,0,0
records/units/gpt55/eda_024/1/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0cbf81e80284d8d1016aa93601f35087d28560bab8d798860b,1789474306,True,False,813,0,0
records/units/gpt55/eda_024/1/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_02ec34e56e3419e3016aa93609c5f487d2a2e993c9329016cb,1789474313,True,False,1635,0,0
records/units/gpt55/eda_024/1/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0e902c39531a13f8016aa9362db55887d2915dade6e349e3f9,1789474349,True,False,1597,0,0
records/units/gpt55/eda_024/1/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0e742fc2914a6cd2016aa93646a70c87d2b1c52106a61908e3,1789474374,True,False,1411,0,0
records/units/gpt55/eda_024/1/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_005a95d403319347016aa936c8315c87d2a2275e84edad7cce,1789474504,True,False,4783,0,0
records/units/gpt55/eda_024/1/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_026e1c7f08eb7cb2016aa936e3c3b487d29043b28bd2d92386,1789474531,True,False,4918,0,0
records/units/gpt55/eda_024/1/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_02ec3fe965548d95016aa937066d4887d2a43179be8c2a3253,1789474566,True,False,4858,0,0
records/units/gpt55/eda_024/2/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0e386074a633a484016aa93acb980487d2938844688739a605,1789475531,True,False,3703,0,0
records/units/gpt55/eda_024/2/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0b0aeda772ef41a1016aa93aa8170887d28b3667e3ca714c7b,1789475496,True,False,1162,0,0
records/units/gpt55/eda_024/2/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0b0acac2d2363e17016aa93ab7a44c87d2b2e2a30924c9c9bc,1789475511,True,False,1215,0,0
records/units/gpt55/eda_024/2/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_02d34ab9bff8ce9f016aa93ac0736c87d2bbdb8c6a80551120,1789475520,True,False,1096,0,0
records/units/gpt55/eda_024/2/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_09644c9b09ebe6ca016aa93a059a9087d297cbc2e72e5cd7b0,1789475333,True,False,2667,0,0
records/units/gpt55/eda_024/2/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0260647ef71796c8016aa93a2e912087d28b9d82775351dcfb,1789475374,True,False,3030,0,0
records/units/gpt55/eda_024/2/full/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0b7d3753ef68be47016aa93a358abc87d2a7bf80733abd45e9,1789475381,True,False,3629,0,0
records/units/gpt55/eda_024/2/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0e16812bc13300d3016aa9397b2f1087d2ba34ce8b8fcb10f6,1789475195,True,False,804,0,0
records/units/gpt55/eda_024/2/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_06243eb43f21a603016aa9398b8a9087d2bb7005a60d1df398,1789475212,True,False,1521,0,0
records/units/gpt55/eda_024/2/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0b23f2c7db50f3fe016aa939b68b8c87d28e1e8e8852e4bec2,1789475254,True,False,1471,0,0
records/units/gpt55/eda_024/2/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_084ff1885cfd3b17016aa939f327a887d2bfca1c9310115b38,1789475315,True,False,1443,0,0
records/units/gpt55/eda_024/2/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_087f776676e2f320016aa93a3df33087d2925affa16f7e4acb,1789475390,True,False,4914,0,0
records/units/gpt55/eda_024/2/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_099bfcf811fd6888016aa93a6be73087d29011fd151edd8a3b,1789475435,True,False,4864,0,0
records/units/gpt55/eda_024/2/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_01c06e050e5b8486016aa93a882e4887d2aa3021c756a42726,1789475464,True,False,4793,0,0
records/units/gpt55/eda_024/3/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_08a7e37af0789dbe016aa97a06cb8c87d2b1c8111a76f92f3c,1789491718,True,False,3686,1,0
records/units/gpt55/eda_024/3/analogcoder/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_030167db79b1b02e016aa97a39a94c87d2b4f7aa42da6e2675,1789491769,True,False,4272,1,0
records/units/gpt55/eda_024/3/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_00b396e5cde3d98a016aa97a46eebc87d2be8616124746fd94,1789491782,True,False,1159,1,0
records/units/gpt55/eda_024/3/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_03793cd6eee4c723016aa97a4f82c487d2a996496472f180e7,1789491791,True,False,1114,1,0
records/units/gpt55/eda_024/3/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0e3926a86702d0fb016aa97a5daa2887d2a1dabe1ff950dc1d,1789491805,True,False,1195,1,0
records/units/gpt55/eda_024/3/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0c98af1ba0c1316a016aa979db619087d29ab3252fca054a33,1789491675,True,False,2717,1,0
records/units/gpt55/eda_024/3/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_064cab97ac48890f016aa979fdacfc87d29143f9490003a495,1789491709,True,False,3175,1,0
records/units/gpt55/eda_024/3/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0c800389e80cc260016aa9798525a087d292311f7464d9aad1,1789491589,True,False,831,1,0
records/units/gpt55/eda_024/3/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_018a8ed8144660d5016aa97991ca8487d2aa530a7031e8d414,1789491601,True,False,1463,1,0
records/units/gpt55/eda_024/3/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_000932903f5c5dec016aa979c1255487d2b7d2859bd0f24bda,1789491649,True,False,1491,1,0
records/units/gpt55/eda_024/3/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0595bd45404a59ca016aa979cba99c87d2b21a45e8edd083f8,1789491659,True,False,1707,1,0
records/units/gpt55/eda_024/3/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_07baeb57094a1e3b016aa97a69f78887d283bb2eaa9d7f3b66,1789491818,True,False,4832,1,0
records/units/gpt55/eda_024/3/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0428f2c858da5b10016aa97a78d90c87d2907e0282c8ff7036,1789491832,True,False,4885,1,0
records/units/gpt55/eda_024/3/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0508b6c06906e160016aa97a942c3487d293331410b98405a4,1789491860,True,False,4827,1,0
records/units/gpt55/eda_027/1/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0370580cb2fbac12016aa936f5176c87d28d5e31ad04058bc3,1789474549,True,False,3105,0,0
records/units/gpt55/eda_027/1/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_032d943a567afd4d016aa936cdb47087d2ab12d107a0e90eb6,1789474509,True,False,1046,0,0
records/units/gpt55/eda_027/1/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0649c7e85035aae5016aa936e2ba3c87d28e8bac5f0fb44191,1789474530,True,False,1053,0,0
records/units/gpt55/eda_027/1/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_01cfba5a5160b08d016aa936ee475c87d2b23a1e4e32396a03,1789474542,True,False,1031,0,0
records/units/gpt55/eda_027/1/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0c5af6e35f994ddc016aa9371a64c087d288e6e69e3d41c0de,1789474586,True,False,2017,0,0
records/units/gpt55/eda_027/1/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_009be902b40befad016aa93720026087d284a33614d35e31b6,1789474592,True,False,2308,0,0
records/units/gpt55/eda_027/1/full/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0f0c008b9b53c6a2016aa93728ce1487d2883fd340ea9da417,1789474600,True,False,2669,0,0
records/units/gpt55/eda_027/1/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0475725429f253d1016aa9366a8b0887d2a4259ee4d1c41c73,1789474410,True,False,762,0,0
records/units/gpt55/eda_027/1/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_08baf945ff5f5b48016aa936721c2c87d29ae1e294276c8736,1789474418,True,False,1344,0,0
records/units/gpt55/eda_027/1/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0456aef9d0a58cd8016aa9368af79c87d2a4a38b8023edc500,1789474443,True,False,1322,0,0
records/units/gpt55/eda_027/1/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_072db94f47805d04016aa936a6ebac87d28574e8f6949f3874,1789474470,True,False,1306,0,0
records/units/gpt55/eda_027/1/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_01a6c83e0bd8c923016aa936b912b887d288742dbf4464ac97,1789474489,True,False,4754,0,0
records/units/gpt55/eda_027/2/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_028e27d9ade72b1e016aa938c54ce887d2a56ab6246278ecfb,1789475013,True,False,3428,0,0
records/units/gpt55/eda_027/2/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_033f814faa4ec04f016aa9388943c487d2b0ed8a2c30ebe975,1789474953,True,False,1025,0,0
records/units/gpt55/eda_027/2/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0be404a2b8490e90016aa9389d312c87d2bfb794c8382a2d5a,1789474973,True,False,1036,0,0
records/units/gpt55/eda_027/2/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_07e6ce2c6a0ce50e016aa938affdf487d2bae261387d386452,1789474992,True,False,1021,0,0
records/units/gpt55/eda_027/2/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0607d0eba40eabfa016aa93901ad9887d2b0a7cd6873826351,1789475073,True,False,2172,0,0
records/units/gpt55/eda_027/2/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0e2cad68c680a4dc016aa937d9208c87d289dfc09f4406acd7,1789474777,True,False,798,0,0
records/units/gpt55/eda_027/2/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_0c9870284b3b34ad016aa93805520487d2bff177f967fcfc2b,1789474821,True,False,1414,0,0
records/units/gpt55/eda_027/2/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0ef8ffc066e6ac0d016aa9381dcce087d2b1a4ec61615ee968,1789474845,True,False,1399,0,0
records/units/gpt55/eda_027/2/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0aba84445cf1bb55016aa93840139887d288ef16aac1138227,1789474881,True,False,1398,0,0
records/units/gpt55/eda_027/2/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_08d492737095487b016aa9384c150887d287d65749defd5f2a,1789474892,True,False,4706,0,0
records/units/gpt55/eda_027/3/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_012e53cdb7e2718d016aa97892861887d2b9f48bc665bac696,1789491346,True,False,3105,1,0
records/units/gpt55/eda_027/3/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0d43b18829cb44a4016aa978a481c087d2aa80b6a6a356bc35,1789491364,True,False,1022,1,0
records/units/gpt55/eda_027/3/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_08f751e86c20af36016aa978ab079487d29f0ee37ad6be2942,1789491371,True,False,1055,1,0
records/units/gpt55/eda_027/3/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0cfbd425381f2e66016aa978cef55c87d2859da24223e16535,1789491407,True,False,1050,1,0
records/units/gpt55/eda_027/3/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_04d786e81e93bc56016aa97857e21487d2b9f81faa2ad809be,1789491288,True,False,2090,1,0
records/units/gpt55/eda_027/3/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_02d3a80a652e9627016aa977e4866c87d29d0721aa4bdccc07,1789491172,True,False,782,1,0
records/units/gpt55/eda_027/3/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_0b6db841f8c50781016aa9781982f087d290a91b0fda694e9a,1789491225,True,False,1268,1,0
records/units/gpt55/eda_027/3/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0b5d468ad1e3bce7016aa978212ca487d2a2154a1f65a1037b,1789491233,True,False,1325,1,0
records/units/gpt55/eda_027/3/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_062e7bdd2dd8636c016aa9782996dc87d29e59188d4d549bc8,1789491241,True,False,1248,1,0
records/units/gpt55/eda_027/3/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0227d9ec8b8be6df016aa9785da8a487d28c8a9572e363e6c9,1789491293,True,False,4666,1,0
records/units/gpt55/eda_027/3/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_04eed2213cb17ffa016aa97869807c87d2a8472031ea9c773d,1789491305,True,False,4736,1,0
records/units/gpt55/eda_037/1/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_06d61031c16fa16b016aa935481b6487d2bc67108c47365db4,1789474120,True,False,3762,0,0
records/units/gpt55/eda_037/1/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_00508f5154278fb6016aa93600ae9887d2a21510a2423f947e,1789474304,True,False,1139,0,0
records/units/gpt55/eda_037/1/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_09c9d10cd79854f0016aa93613d70887d28e35533fc570b342,1789474323,True,False,1145,0,0
records/units/gpt55/eda_037/1/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_07a8558b68b02702016aa9362e71d487d2841574b580e7dc95,1789474350,True,False,1143,0,0
records/units/gpt55/eda_037/1/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_06fc92cd6aa69a7d016aa935f29a1487d2bb880e5faee5f4d9,1789474290,True,False,2446,0,0
records/units/gpt55/eda_037/1/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0863d7745da4ae8c016aa934e2dcdc87d297a64b999c60e8e4,1789474018,True,False,794,0,0
records/units/gpt55/eda_037/1/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_08ddee578c162d4c016aa93516f8a887d2aa60ac61183c5214,1789474071,True,False,1511,0,0
records/units/gpt55/eda_037/1/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_00790a518fdcc457016aa93521fb1487d29dfdef5308385ce4,1789474082,True,False,1521,0,0
records/units/gpt55/eda_037/1/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0d8cbf415454c883016aa9353deef087d2a9c5e970d8ecea17,1789474110,True,False,1498,0,0
records/units/gpt55/eda_037/1/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0788cdcaba07bb35016aa935827ca887d2aa9eb37949407ab7,1789474178,True,False,5128,0,0
records/units/gpt55/eda_037/1/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0a7a4affb5e14119016aa935b5b67487d29eb1adad213bfb11,1789474229,True,False,5138,0,0
records/units/gpt55/eda_037/1/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0b7e875f3bb30e31016aa935c90a1c87d28d4d11f391a8b9cb,1789474249,True,False,5030,0,0
records/units/gpt55/eda_037/2/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_077e91e9d8b3d25f016aa93b98fc7087d2a60e65d5090da1f9,1789475737,True,False,3635,0,0
records/units/gpt55/eda_037/2/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0801c86469a9baff016aa93bd5d11087d2a0695fe59b44c2af,1789475797,True,False,1147,0,0
records/units/gpt55/eda_037/2/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_07ddc0730a1e81eb016aa93be145b487d2b07e158409a9543f,1789475809,True,False,1220,0,0
records/units/gpt55/eda_037/2/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0c85fba2ebac2077016aa93bb3ee4c87d2b7132e7f4c3395b5,1789475764,True,False,2406,0,0
records/units/gpt55/eda_037/2/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0ab3ccf9e9809121016aa93aaa7a1487d2bd11080e6131a382,1789475498,True,False,802,0,0
records/units/gpt55/eda_037/2/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_046e7358b00328b7016aa93ac40d4887d28938043c6969e217,1789475524,True,False,1409,0,0
records/units/gpt55/eda_037/2/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0876c7e98098fdc2016aa93ae39bb087d2b862b19fa610cc72,1789475555,True,False,1421,0,0
records/units/gpt55/eda_037/2/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0db974f87ecce4cf016aa93aff643c87d290b7d38d914c6ee3,1789475583,True,False,1327,0,0
records/units/gpt55/eda_037/2/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0d3ee087655a90f8016aa93b24badc87d29f6b507c385aeefd,1789475620,True,False,5274,0,0
records/units/gpt55/eda_037/2/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0e6bd772a86acdad016aa93b5cdfd487d2a73f1ce7edeb3006,1789475676,True,False,4827,0,0
records/units/gpt55/eda_037/2/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_071e958e38ea420f016aa93b68cf9887d2b177205fbfdb586d,1789475689,True,False,5017,0,0
records/units/gpt55/eda_037/3/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_078db2a6369ee067016aa978227c0487d28d2430928bb9e4d2,1789491234,True,False,3754,1,0
records/units/gpt55/eda_037/3/analogcoder/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_07d0254c8781944c016aa97855cf7487d2aaba97eb7194767d,1789491285,True,False,4504,1,0
records/units/gpt55/eda_037/3/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_08e190f269ce9c66016aa977eb7bec87d2a368c1c30cc0f13f,1789491179,True,False,1165,1,0
records/units/gpt55/eda_037/3/direct/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_03aa6375e839b462016aa977f3710887d29ded19d6cc782afb,1789491187,True,False,1318,1,0
records/units/gpt55/eda_037/3/direct/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0de3967180db2c69016aa9781a7de887d2bfe6dafa03b921fb,1789491226,True,False,1233,1,0
records/units/gpt55/eda_037/3/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0c11a011940eaada016aa977dc73d487d2ba4caad09dd79a98,1789491164,True,False,2309,1,0
records/units/gpt55/eda_037/3/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0f3ed79cfe6e33f7016aa977281b2087d293639123d0563939,1789490984,True,False,807,1,0
records/units/gpt55/eda_037/3/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_0102a2b3ade95c77016aa9772eb5f887d2b28e9093f931b446,1789490990,True,False,1441,1,0
records/units/gpt55/eda_037/3/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0fd786709734cd6a016aa9773c38f487d28bf222a71a50608f,1789491004,True,False,1438,1,0
records/units/gpt55/eda_037/3/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_01e826be06996af5016aa97764117087d288c017ed875720d5,1789491044,True,False,1361,1,0
records/units/gpt55/eda_037/3/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_04cab1b69f2f5f8d016aa97778b0a087d2910f0c84c32430ac,1789491064,True,False,4911,1,0
records/units/gpt55/eda_037/3/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0d18e9d18cb33813016aa977a0683c87d2bf59eadf7036c942,1789491104,True,False,5150,1,0
records/units/gpt55/eda_037/3/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_058781350364e16c016aa977b8bb5887d2b89a764e5aac3960,1789491128,True,False,5026,1,0
records/units/gpt55/eda_201/1/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0908b23a2c4ebe42016aa937ad72d887d297d28ff34b74c7e1,1789474733,True,False,3259,0,0
records/units/gpt55/eda_201/1/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0f0c6fbe7fe66d5e016aa9374318a487d29b425ede95746948,1789474627,True,False,1046,0,0
records/units/gpt55/eda_201/1/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0f8002320a106170016aa9375b83ac87d287f3714b9bea892b,1789474651,True,False,2433,0,0
records/units/gpt55/eda_201/1/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0b6bf85364ff8eee016aa93768f0c487d2991471b4a3d216d5,1789474665,True,False,2672,0,0
records/units/gpt55/eda_201/1/full/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0377c5c28f890572016aa9376e07b087d29b89de3c4a02fd52,1789474670,True,False,3091,0,0
records/units/gpt55/eda_201/1/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_0eb9bd9a4d59a4a3016aa936ff0d0c87d2867537c22c81e4ec,1789474559,True,False,778,0,0
records/units/gpt55/eda_201/1/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_034d93be361238cc016aa9370e5fdc87d2a776be8ea78855b4,1789474574,True,False,1386,0,0
records/units/gpt55/eda_201/1/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_04ab3d98216feb24016aa9372902a887d29267bc5774d75f42,1789474601,True,False,1296,0,0
records/units/gpt55/eda_201/1/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_0c94990ddfce639d016aa937309b3087d285f2643b4f877203,1789474608,True,False,1297,0,0
records/units/gpt55/eda_201/1/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_09877d2fa31139ca016aa93773b31087d29bbeeb3e39134526,1789474675,True,False,4658,0,0
records/units/gpt55/eda_201/1/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_092eb13f6c2263c0016aa93797924887d29838527513897937,1789474711,True,False,4648,0,0
records/units/gpt55/eda_201/1/spicepilot/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_033f4297967a2dcb016aa937a044fc87d28f600ff9820d0cf6,1789474720,True,False,4680,0,0
records/units/gpt55/eda_201/2/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_01c937144d27891a016aa93aa799b487d2acf3ff29e437c26f,1789475495,True,False,2991,0,0
records/units/gpt55/eda_201/2/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_010206098480922c016aa93af86c2087d2b7d362599ddd90ea,1789475576,True,False,1064,0,0
records/units/gpt55/eda_201/2/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0eceae75aa136c05016aa93b2a3ba487d2bb2b3a2d5268d8d3,1789475626,True,False,2478,0,0
records/units/gpt55/eda_201/2/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_09d68b1a2bd3a015016aa93b4344c087d2906ceaf7dd6a8610,1789475651,True,False,2659,0,0
records/units/gpt55/eda_201/2/full/calls/call_03/request.json,generation,gpt-5.5,gpt-5.5,resp_0fbda9a8d3a053d0016aa93b4793fc87d289367e410586f811,1789475655,True,False,3048,0,0
records/units/gpt55/eda_201/2/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_046b9b2a59d783ca016aa93a113e0487d284314a2526f85ae2,1789475345,True,False,780,0,0
records/units/gpt55/eda_201/2/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_068651d89842552b016aa93a3005c487d2861cb6746a5e4bf8,1789475376,True,False,1320,0,0
records/units/gpt55/eda_201/2/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_06bd0b95031e0f5c016aa93a4929ac87d2a00555d7894283b0,1789475401,True,False,1337,0,0
records/units/gpt55/eda_201/2/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_09c388d9ebb33fa7016aa93a7a08fc87d2a12cab6a0733a318,1789475450,True,False,1320,0,0
records/units/gpt55/eda_201/2/spicepilot/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_0ee5b4b9e9adaefc016aa93ac7603887d2a76525161899dfc2,1789475527,True,False,4700,0,0
records/units/gpt55/eda_201/2/spicepilot/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_065f0d34528de07e016aa93ae4739487d2b098106731f3391d,1789475556,True,False,4663,0,0
records/units/gpt55/eda_201/3/analogcoder/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_05fda72a91878f33016aa9776c9f3087d2a128583895648d20,1789491052,True,False,3117,1,0
records/units/gpt55/eda_201/3/direct/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_076d137f4e20376a016aa977dd693c87d2b189a3c327d25b05,1789491165,True,False,1047,1,0
records/units/gpt55/eda_201/3/full/calls/call_01/request.json,generation,gpt-5.5,gpt-5.5,resp_07bb8cf3bf75866c016aa97782914887d29d11ebc330220c7a,1789491074,True,False,2408,1,0
records/units/gpt55/eda_201/3/full/calls/call_02/request.json,generation,gpt-5.5,gpt-5.5,resp_0e9beff09a0dfb88016aa977a0bbf087d285bfe2a303a4419a,1789491104,True,False,2582,1,0
records/units/gpt55/eda_201/3/planning_calls/call_01/request.json,preparation,gpt-5.5,gpt-5.5,resp_07a2ff0e23428ec9016aa977236aec87d2bf851466687f4da9,1789490979,True,False,776,1,0
records/units/gpt55/eda_201/3/planning_calls/call_02/request.json,preparation,gpt-5.5,gpt-5.5,resp_0414494efc833d3c016aa97738b22c87d2805890eb9d57dfd7,1789491000,True,False,1343,1,0
records/units/gpt55/eda_201/3/planning_calls/call_03/request.json,preparation,gpt-5.5,gpt-5.5,resp_0d5c86ff3b727154016aa97743750087d2b53545621d9fcc7f,1789491011,True,False,1503,1,0
records/units/gpt55/eda_201/3/planning_calls/call_04/request.json,preparation,gpt-5.5,gpt-5.5,resp_011de291ee198f3e016aa97763e37c87d29f05b8470403f9e7,1789491043,True,False,1304,1,0
